park_id,resource_type,geometry
591,Washroom Building,"c(-79.2343053128214, 43.7941068400552)"
350,Washroom Building,"c(-79.5389650144579, 43.7338479307486)"
486,Washroom Building,"c(-79.5115783819432, 43.7239709069814)"
782,Washroom Building,"c(-79.2108136476812, 43.7774369245624)"
760,Washroom Building,"c(-79.51583035806, 43.7424469415127)"
567,Washroom Building,"c(-79.4146712229825, 43.7671972909494)"
36,Washroom Building,"c(-79.3212902185213, 43.6862956867497)"
436,Washroom Building,"c(-79.5107976716868, 43.6775234480307)"
428,Washroom Building,"c(-79.516671707869, 43.6706791766758)"
1463,Washroom Building,"c(-79.4264217869361, 43.7769345342527)"
750,Washroom Building,"c(-79.5886723186875, 43.73476340819)"
308,Washroom Building,"c(-79.3149268247021, 43.6767168368032)"
642,Washroom Building,"c(-79.5664572538547, 43.7473904817197)"
643,Washroom Building,"c(-79.4221906806317, 43.790940039578)"
647,Washroom Building,"c(-79.4902411841396, 43.7519115989417)"
84,Washroom Building,"c(-79.461585882834, 43.6576819397045)"
612,Washroom Building,"c(-79.4420946696769, 43.7180585225694)"
100,Washroom Building,"c(-79.4330814850738, 43.6474182768243)"
1091,Washroom Building,"c(-79.5013746379129, 43.6011217821832)"
703,Washroom Building,"c(-79.5000902961682, 43.7455036218999)"
780,Washroom Building,"c(-79.5133387992257, 43.7477876243155)"
793,Washroom Building,"c(-79.5083548523712, 43.6150942019044)"
744,Washroom Building,"c(-79.4925660190235, 43.729197255408)"
267,Washroom Building,"c(-79.3226332915121, 43.6658964961013)"
325,Washroom Building,"c(-79.30169512212, 43.6920819033131)"
751,Washroom Building,"c(-79.3513210490913, 43.7940328888969)"
1873,Washroom Building,"c(-79.3025517112855, 43.7866782244303)"
771,Washroom Building,"c(-79.3155561391748, 43.7233048678808)"
396,Washroom Building,"c(-79.5719253886914, 43.7257233619441)"
798,Washroom Building,"c(-79.592096241913, 43.6487870930883)"
798,Washroom Building,"c(-79.5870201625807, 43.6489559389141)"
798,Washroom Building,"c(-79.5901550101065, 43.6520569866)"
143,Bottle Filling Station,"c(-79.3876491725071, 43.6868239605879)"
143,Drinking Fountain,"c(-79.3876491725071, 43.6868239605879)"
143,Dog Fountain,"c(-79.3876491725071, 43.6868239605879)"
3730,Bottle Filling Station,"c(-79.5130845851404, 43.6606289854846)"
3730,Drinking Fountain,"c(-79.5130845851404, 43.6606289854846)"
3730,Dog Fountain,"c(-79.5130845851404, 43.6606289854846)"
3786,Bottle Filling Station,"c(-79.4249753647982, 43.6504165650644)"
3786,Drinking Fountain,"c(-79.4249753647982, 43.6504165650644)"
3786,Dog Fountain,"c(-79.4249753647982, 43.6504165650644)"
1707,Drinking Fountain,"c(-79.394958430329, 43.6367514627898)"
421,Washroom Building,"c(-79.315043486276, 43.698371984257)"
798,Washroom Building,"c(-79.5853640076692, 43.6538022412428)"
798,Washroom Building,"c(-79.5851616115085, 43.6534163716965)"
77,Washroom Building,"c(-79.4659165444676, 43.6495880588507)"
823,Washroom Building,"c(-79.5268163206711, 43.6062988970517)"
897,Washroom Building,"c(-79.5471323498343, 43.6017032823988)"
470,Drinking Fountain,"c(-79.4005922240525, 43.7412473108769)"
2597,Bottle Filling Station,"c(-79.3725111704573, 43.7673263304908)"
2713,Bottle Filling Station,"c(-79.3547746754632, 43.7759958120392)"
2584,Drinking Fountain,"c(-79.3343506361478, 43.7610055080548)"
573,Bottle Filling Station,"c(-79.2502404368308, 43.7868287182967)"
2459,Drinking Fountain,"c(-79.2283644419073, 43.7346123234669)"
4,Drinking Fountain,"c(-79.1648661626643, 43.7771740318107)"
619,Drinking Fountain,"c(-79.2999756009988, 43.7767721402758)"
792,Drinking Fountain,"c(-79.2244848780684, 43.8136691611851)"
490,Bottle Filling Station,"c(-79.4376361982622, 43.7460482653757)"
1480,Bottle Filling Station,"c(-79.2255964919701, 43.8220212707528)"
578,Drinking Fountain,"c(-79.3161847318039, 43.7832173288686)"
676,Bottle Filling Station,"c(-79.258868979778, 43.7031431602397)"
676,Bottle Filling Station,"c(-79.2583102508799, 43.7020793579276)"
1088,Bottle Filling Station,"c(-79.271841609019, 43.8300114455656)"
2025,Drinking Fountain,"c(-79.1778979259665, 43.7692143892528)"
586,Bottle Filling Station,"c(-79.3160399370816, 43.7695710027485)"
522,Bottle Filling Station,"c(-79.1465894845983, 43.792261775023)"
682,Bottle Filling Station,"c(-79.2198022382618, 43.8128361239629)"
514,Bottle Filling Station,"c(-79.4514809979631, 43.6741210221827)"
713,Bottle Filling Station,"c(-79.4861750171431, 43.6820664666311)"
713,Drinking Fountain,"c(-79.4861750171431, 43.6820664666311)"
713,Dog Fountain,"c(-79.4861750171431, 43.6820664666311)"
1486,Drinking Fountain,"c(-79.480318062291, 43.6364799288855)"
2541,Water Tap,"c(-79.39029344986, 43.6226290559753)"
2541,Water Tap,"c(-79.3902826395464, 43.6216999726092)"
2541,Water Tap,"c(-79.3902403940986, 43.6205601962376)"
2541,Water Tap,"c(-79.390211863871, 43.6191281740732)"
2541,Water Tap,"c(-79.3903520451913, 43.617865050378)"
2541,Water Tap,"c(-79.3885614883298, 43.6162187758448)"
2541,Water Tap,"c(-79.3875878467194, 43.6159090488425)"
2543,Water Tap,"c(-79.3752539754728, 43.6225872936256)"
2725,Water Tap,"c(-79.3753527593656, 43.6182117758304)"
2039,Water Tap,"c(-79.3642912670525, 43.6215685537617)"
2024,Water Tap,"c(-79.376579137201, 43.6202268354738)"
2024,Water Tap,"c(-79.3755498387665, 43.6206122662399)"
3780,Bottle Filling Station,"c(-79.3729936133487, 43.6716237905422)"
3799,Bottle Filling Station,"c(-79.379593229198, 43.6410198861012)"
798,Portable Toilet,"c(-79.591889717508, 43.6489329067701)"
41,Portable Toilet,"c(-79.3749962988973, 43.6614637458795)"
508,Portable Toilet,"c(-79.5185912286203, 43.6981911692876)"
484,Portable Toilet,"c(-79.4809709233239, 43.7073797809409)"
292,Drinking Fountain,"c(-79.3363035661159, 43.6775511543835)"
3728,Bottle Filling Station,"c(-79.351631342375, 43.6583660108605)"
3728,Drinking Fountain,"c(-79.351631342375, 43.6583660108605)"
155,Bottle Filling Station,"c(-79.3451772458302, 43.660861210755)"
2825,Bottle Filling Station,"c(-79.4041195899854, 43.6372151597808)"
2825,Drinking Fountain,"c(-79.4041195899854, 43.6372151597808)"
343,Bottle Filling Station,"c(-79.355737818219, 43.6677815194617)"
70,Dog Fountain,"c(-79.3286865950117, 43.6676911725142)"
183,Dog Fountain,"c(-79.3992961406069, 43.6461857750761)"
3788,Bottle Filling Station,"c(-79.3965727011417, 43.7037391336616)"
41,Bottle Filling Station,"c(-79.3735581723909, 43.6611386703175)"
41,Drinking Fountain,"c(-79.3735581723909, 43.6611386703175)"
NA,Bottle Filling Station,"c(-79.2784336308059, 43.7658194373098)"
NA,Bottle Filling Station,"c(-79.4134345711175, 43.7779638945551)"
NA,Drinking Fountain,"c(-79.4134345711175, 43.7779638945551)"
NA,Bottle Filling Station,"c(-79.3491098377232, 43.7193264888577)"
813,Portable Toilet,"c(-79.5201568533787, 43.68176690546)"
1053,Portable Toilet,"c(-79.4485983358912, 43.6629606474189)"
196,Portable Toilet,"c(-79.4204094994157, 43.6646857407659)"
86,Portable Toilet,"c(-79.4332930822816, 43.6647067891508)"
514,Portable Toilet,"c(-79.4498318797585, 43.6721020031484)"
117,Portable Toilet,"c(-79.4050747897221, 43.707911578262)"
2288,Portable Toilet,"c(-79.4968261205757, 43.687404984009)"
70,Portable Toilet,"c(-79.3299497123404, 43.6689839305892)"
2715,Portable Toilet,"c(-79.534916750529, 43.7322089590284)"
3555,Portable Toilet,"c(-79.4096707399318, 43.7689701672768)"
128,Portable Toilet,"c(-79.3985431004423, 43.6339683546041)"
471,Portable Toilet,"c(-79.4385643420642, 43.6336577488365)"
379,Portable Toilet,"c(-79.3397949110897, 43.6537853410575)"
145,Portable Toilet,"c(-79.3243983200199, 43.678351839774)"
1470,Portable Toilet,"c(-79.1954086851013, 43.7791445236084)"
1707,Portable Toilet,"c(-79.396072833327, 43.6366951082959)"
792,Portable Toilet,"c(-79.2251066900802, 43.8144628668739)"
2674,Portable Toilet,"c(-79.3908497731623, 43.6637372823951)"
355,Portable Toilet,"c(-79.5695812022712, 43.7286953603292)"
386,Portable Toilet,"c(-79.385381052751, 43.6419337900421)"
759,Portable Toilet,"c(-79.3559097595342, 43.7947312646822)"
306,Portable Toilet,"c(-79.3467039606168, 43.6754547904379)"
